id	symbol	desc	biotype	num_transcripts	num_coding_transcripts	num_introns	H+.M+.25.0_vs_H+.M+.37.10.worst_fdr	H+.M+.25.0_vs_H+.M+.37.10.log2fc	H+.M+.25.0_vs_H+.M+.37.40.worst_fdr	H+.M+.25.0_vs_H+.M+.37.40.log2fc	H+.M+.25.0_vs_H+.M+.42.10.worst_fdr	H+.M+.25.0_vs_H+.M+.42.10.log2fc	H+.M+.25.0_vs_H+.M+.42.40.worst_fdr	H+.M+.25.0_vs_H+.M+.42.40.log2fc	H+.M-.25.0_vs_H+.M-.37.10.worst_fdr	H+.M-.25.0_vs_H+.M-.37.10.log2fc	H+.M-.25.0_vs_H+.M-.37.40.worst_fdr	H+.M-.25.0_vs_H+.M-.37.40.log2fc	H+.M-.25.0_vs_H+.M-.42.10.worst_fdr	H+.M-.25.0_vs_H+.M-.42.10.log2fc	H+.M-.25.0_vs_H+.M-.42.40.worst_fdr	H+.M-.25.0_vs_H+.M-.42.40.log2fc	H-.M+.25.0_vs_H-.M+.37.10.worst_fdr	H-.M+.25.0_vs_H-.M+.37.10.log2fc	H-.M+.25.0_vs_H-.M+.37.40.worst_fdr	H-.M+.25.0_vs_H-.M+.37.40.log2fc	H-.M+.25.0_vs_H-.M+.42.10.worst_fdr	H-.M+.25.0_vs_H-.M+.42.10.log2fc	H-.M+.25.0_vs_H-.M+.42.40.worst_fdr	H-.M+.25.0_vs_H-.M+.42.40.log2fc	H-.M-.25.0_vs_H-.M-.37.10.worst_fdr	H-.M-.25.0_vs_H-.M-.37.10.log2fc	H-.M-.25.0_vs_H-.M-.37.40.worst_fdr	H-.M-.25.0_vs_H-.M-.37.40.log2fc	H-.M-.25.0_vs_H-.M-.42.10.worst_fdr	H-.M-.25.0_vs_H-.M-.42.10.log2fc	H-.M-.25.0_vs_H-.M-.42.40.worst_fdr	H-.M-.25.0_vs_H-.M-.42.40.log2fc
YER048C	CAJ1	Nuclear type II J heat shock protein of the E. coli dnaJ family, contains a leucine zipper-like motif, binds to non-native substrates for presentation to Ssa3p, may function during protein translocation, assembly and disassembly	protein_coding	1	1	0	0.078	-0.796	0.007	-0.616	1.000	-4.494e-04	0.002	-0.868	0.784	-0.106	0.225	-0.241	0.811	0.099	0.217	-0.347	1.000	0.000e+00	1.000	-0.282	1.000	-0.075	1.000	-0.036	0.955	-0.169	0.911	-0.110	1.000	0.000e+00	1.000	-0.020
YBR184W	YBR184W	hypothetical protein	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.080	1.274	0.102	1.068	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.518	0.685	0.785	0.426	0.718	0.235	0.395	0.634
YGR261C	APL6	Beta3-like subunit of the yeast AP-3 complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; exists in both cytosolic and peripherally associated membrane-bound pools	protein_coding	1	1	0	1.000	0.031	1.000	0.000e+00	0.046	-0.558	0.004	-0.788	1.000	0.000e+00	0.680	0.053	1.000	0.000e+00	0.249	-0.312	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.037	0.003	-1.190	1.000	0.000e+00	1.000	0.058	0.691	-0.150	0.066	-0.464
YGL211W	NCS6	Protein required for thiolation of the uridine at the wobble position of Gln, Lys, and Glu tRNAs; has a role in urmylation and in invasive and pseudohyphal growth; inhibits replication of Brome mosaic virus in S. cerevisiae	protein_coding	1	1	0	0.004	-1.681	0.004	-0.589	0.009	-0.846	1.174e-04	-1.355	0.006	-0.846	0.141	-0.251	0.063	-0.594	0.006	-0.702	0.071	-0.814	0.005	-1.124	0.064	-0.771	0.044	-0.738	0.997	-0.178	0.918	-0.085	0.495	-0.305	0.082	-0.552
YLR179C	YLR179C	hypothetical protein	protein_coding	1	1	0	0.989	0.103	0.504	0.135	0.021	0.445	0.812	-0.045	1.000	0.019	0.423	0.135	0.748	0.047	0.193	-0.191	1.000	0.000e+00	0.085	-0.437	0.723	0.086	1.000	-0.003	1.000	0.000e+00	0.704	-0.221	1.000	0.000e+00	1.000	-0.250
YJR124C	YJR124C	hypothetical protein	protein_coding	1	1	0	3.026e-04	-2.223	0.015	-0.463	4.752e-04	-0.972	5.339e-05	-2.407	2.709e-04	-1.588	0.003	-0.637	0.002	-1.023	8.612e-05	-1.620	0.006	-1.013	2.325e-04	-1.923	0.025	-0.663	3.452e-04	-1.489	0.106	-0.618	8.821e-04	-1.384	0.207	-0.350	8.618e-04	-1.115
YBR052C	RFS1	Protein of unknown function; member of a flavodoxin-like fold protein family that includes Pst2p and Ycp4p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern	protein_coding	1	1	0	0.001	0.974	0.006	0.531	1.489e-04	1.112	5.339e-05	1.093	0.011	0.544	0.110	0.287	0.268	0.209	0.022	0.441	0.004	0.936	0.004	0.911	0.007	0.760	7.770e-04	0.941	0.503	0.384	0.710	0.202	0.425	0.229	0.382	0.284
YBR185C	MBA1	Membrane-associated mitochondrial ribosome receptor; forms a complex with Mdm38p that may facilitate recruitment of mRNA-specific translational activators to ribosomes; possible role in protein export from the matrix to inner membrane	protein_coding	1	1	0	0.817	0.127	1.000	0.000e+00	0.781	0.079	1.000	0.000e+00	1.000	0.019	0.751	-0.107	0.627	-0.240	1.000	0.000e+00	0.359	0.257	0.021	0.593	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.076	0.478	0.674	-0.192	0.639	-0.174
YPL264C	YPL264C	Putative membrane protein of unknown function; physically interacts with Hsp82p; YPL264C is not an essential gene	protein_coding	1	1	0	0.010	0.971	2.291e-04	1.540	1.489e-04	1.705	5.339e-05	1.836	0.921	0.250	0.006	0.697	0.095	0.668	1.865e-04	0.950	0.007	1.119	0.008	1.028	6.362e-04	1.419	1.115e-04	1.816	0.938	0.319	0.191	-0.744	0.018	0.941	0.002	1.157
YBL003C	HTA2	Histone H2A, core histone protein required for chromatin assembly and chromosome function; one of two nearly identical (see also HTA1) subtypes; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p	protein_coding	1	1	0	0.007	-0.847	2.291e-04	-1.640	0.016	-0.519	5.339e-05	-2.004	1.000	0.000e+00	5.282e-04	-1.116	1.000	0.000e+00	3.400e-04	-1.214	1.000	-0.256	0.009	-1.196	0.675	-0.251	0.003	-1.404	1.000	0.000e+00	0.034	-0.844	1.000	0.000e+00	0.005	-1.099
YJL204C	RCY1	F-box protein involved in recycling plasma membrane proteins internalized by endocytosis; localized to sites of polarized growth	protein_coding	1	1	0	1.000	0.000e+00	0.806	0.056	0.350	-0.300	0.005	-0.822	0.225	0.350	0.243	0.283	0.229	0.389	1.000	-0.107	0.444	0.292	1.000	0.104	1.000	-0.011	0.460	-0.302	0.687	0.357	0.364	0.494	0.525	0.260	1.000	0.004
YFL017W-A	SMX2	Core Sm protein Sm G; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx3p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm G	protein_coding	1	1	0	1.000	0.000e+00	0.966	-0.111	1.000	0.000e+00	0.341	0.273	0.774	0.220	1.000	0.038	0.356	0.389	0.273	0.339	1.000	0.004	0.183	-0.642	1.000	0.052	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.905	0.120	0.628	0.303
YDL057W	YDL057W	hypothetical protein	protein_coding	1	1	0	0.032	0.727	0.003	0.859	0.001	0.849	5.339e-05	1.892	0.011	0.805	0.001	0.946	0.058	0.611	8.612e-05	1.680	0.035	0.853	0.001	1.333	0.044	0.676	2.825e-04	1.599	0.734	0.431	0.002	1.430	0.199	0.529	0.002	1.281
YMR117C	SPC24	Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p); involved in chromosome segregation, spindle checkpoint activity and kinetochore clustering	protein_coding	1	1	0	1.000	0.000e+00	0.350	-0.507	0.534	-0.315	0.087	-0.740	0.888	0.168	1.000	0.000e+00	1.000	0.000e+00	0.515	0.272	0.918	-0.348	0.125	-1.108	0.508	-0.618	0.914	-0.300	1.000	0.000e+00	0.379	0.537	0.997	0.000e+00	0.393	0.408
YDR503C	LPP1	Lipid phosphate phosphatase, catalyzes Mg(2+)-independent dephosphorylation of phosphatidic acid (PA), lysophosphatidic acid, and diacylglycerol pyrophosphate; involved in control of the cellular levels of phosphatidylinositol and PA	protein_coding	1	1	0	1.000	0.000e+00	0.003	0.531	0.137	0.303	5.339e-05	1.007	0.010	0.527	0.001	0.628	0.269	0.229	8.612e-05	1.075	0.037	0.642	6.092e-04	1.208	0.132	0.389	0.001	0.937	0.107	0.582	3.352e-04	1.339	0.028	0.524	0.001	0.841
YLR043C	TRX1	Cytoplasmic thioredoxin isoenzyme of the thioredoxin system which protects cells against oxidative and reductive stress, forms LMA1 complex with Pbi2p, acts as a cofactor for Tsa1p, required for ER-Golgi transport and vacuole inheritance	protein_coding	1	1	0	1.000	0.000e+00	0.084	-0.407	1.000	0.000e+00	0.008	-0.705	0.724	-0.104	0.153	-0.274	0.705	-0.204	4.133e-04	-1.259	0.599	-0.315	0.042	-0.542	0.542	-0.234	0.007	-1.343	1.000	-0.169	0.106	-0.617	0.630	-0.227	0.008	-1.354
YBR181C	RPS6B	Protein component of the small (40S) ribosomal subunit; identical to Rps6Ap and has similarity to rat S6 ribosomal protein	protein_coding	1	1	1	0.004	-1.000	1.000	-0.050	1.000	0.000e+00	5.339e-05	-2.852	0.165	-0.646	0.155	-0.376	0.384	-0.316	3.647e-04	-2.115	0.310	-0.414	1.988e-04	-2.437	1.000	0.000e+00	6.534e-04	-2.005	0.466	-0.377	0.056	-1.178	1.000	0.000e+00	0.003	-1.651
YLR176C	RFX1	Major transcriptional repressor of DNA-damage-regulated genes, recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins	protein_coding	1	1	0	2.245e-04	1.890	2.291e-04	1.281	1.489e-04	1.889	5.339e-05	2.186	0.126	0.330	0.051	0.339	0.142	0.356	0.015	0.538	0.001	1.163	0.003	1.128	3.072e-04	1.528	1.171e-04	1.688	0.200	0.513	0.261	0.408	0.124	0.381	0.195	0.338
YKL184W	SPE1	Ornithine decarboxylase, catalyzes the first step in polyamine biosynthesis; degraded in a proteasome-dependent manner in the presence of excess polyamines; deletion decreases lifespan, and increases necrotic cell death and ROS generation	protein_coding	1	1	0	1.000	0.000e+00	0.435	-0.154	1.000	-0.019	5.339e-05	-1.347	0.694	-0.104	0.216	-0.219	0.764	-0.123	8.612e-05	-1.133	1.000	0.000e+00	8.440e-04	-0.890	1.000	-0.026	2.454e-04	-0.987	1.000	-0.034	0.002	-0.839	0.932	-0.098	4.288e-04	-1.005
YER046W	SPO73	Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensible for both nuclear divisions during meiosis	protein_coding	1	1	0	0.984	0.081	1.000	0.003	0.110	0.535	0.603	0.149	0.558	0.327	0.302	0.368	0.084	0.674	0.023	0.655	0.556	0.389	1.000	-0.083	0.092	0.783	0.012	1.102	0.742	0.455	0.841	0.200	0.171	0.606	0.007	1.201
YDL188C	PPH22	Catalytic subunit of protein phosphatase 2A (PP2A), functionally redundant with Pph21p; methylated at C terminus; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis	protein_coding	1	1	0	0.538	0.161	0.719	0.077	0.710	0.066	0.031	-0.385	0.167	-0.211	1.000	0.000e+00	0.006	-0.741	8.612e-05	-1.214	0.527	0.197	1.000	0.000e+00	1.000	0.000e+00	0.052	-0.446	1.000	-0.054	0.176	-0.284	0.439	-0.287	4.288e-04	-1.166
YER179W	DMC1	Meiosis-specific protein required for repair of double-strand breaks and pairing between homologous chromosomes; homolog of Rad51p and the bacterial RecA protein	protein_coding	1	1	1	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.704e-04	2.275	1.000	0.000e+00	0.028	1.392	1.000	0.000e+00	3.109e-04	2.021	1.000	0.000e+00	0.007	1.962	1.000	0.000e+00	0.019	1.572	1.000	0.000e+00	0.057	1.484	0.078	1.268	0.065	1.352
YAL060W	BDH1	NAD-dependent (R,R)-butanediol dehydrogenase, catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source	protein_coding	1	1	0	3.715e-04	0.976	2.291e-04	0.891	1.489e-04	1.361	5.339e-05	1.344	0.005	0.492	0.001	0.556	0.046	0.375	1.351e-04	0.708	0.001	0.943	2.325e-04	0.964	2.649e-04	1.092	1.115e-04	1.218	0.097	0.542	1.000	0.000e+00	0.030	0.474	0.010	0.586
YJR122W	IBA57	Mitochondrial matrix protein involved in the incorporation of iron-sulfur clusters into mitochondrial aconitase-type proteins; activates the radical-SAM family members Bio2p and Lip5p; interacts with Ccr4p in the two-hybrid system	protein_coding	1	1	0	0.076	0.483	0.021	0.444	0.236	0.262	0.240	0.187	0.535	0.192	0.638	-0.114	0.720	0.059	1.000	1.937e-04	0.129	0.431	0.024	0.550	0.247	0.249	0.275	0.349	0.947	0.220	0.654	0.237	1.000	0.000e+00	0.377	0.320
YIL132C	CSM2	Component of the Shu complex, which promotes error-free DNA repair; Shu complex mediates inhibition of Srs2p function; required for accurate chromosome segregation during meiosis	protein_coding	1	1	0	0.477	0.286	0.361	0.227	1.000	0.044	1.000	-0.037	1.000	-0.089	1.000	-0.018	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.170	0.960	-0.286	0.034	-1.237	0.372	-0.506	0.008	-1.603
YDL055C	PSA1	GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase), synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure	protein_coding	1	1	0	0.339	-0.170	0.732	-0.120	0.365	-0.187	0.257	-0.171	0.316	-0.183	0.539	-0.108	0.216	-0.301	0.361	0.142	0.184	-0.446	0.228	-0.288	0.468	-0.307	0.003	-0.753	0.910	-0.173	0.997	0.000e+00	0.288	-0.322	1.000	-0.105
YHR029C	YHI9	Protein of unknown function; null mutant is defective in unfolded protein response; possibly involved in a membrane regulation metabolic pathway; member of the PhzF superfamily, though most likely not involved in phenazine production	protein_coding	1	1	0	0.637	-0.210	0.709	-0.136	0.149	0.325	0.002	-0.880	0.148	0.284	0.054	0.356	0.089	0.359	0.102	-0.405	1.000	-0.040	0.125	-0.454	0.492	0.148	0.079	-0.643	1.000	0.141	1.000	0.000e+00	0.138	0.359	1.000	-0.007
YKL051W	SFK1	Plasma membrane protein that may act together with or upstream of Stt4p to generate normal levels of the essential phospholipid PI4P, at least partially mediates proper localization of Stt4p to the plasma membrane	protein_coding	1	1	0	0.052	0.417	0.123	0.254	9.305e-04	0.676	0.064	0.286	5.807e-04	-0.739	0.245	-0.165	0.305	-0.399	1.865e-04	-0.709	0.556	0.209	1.000	0.075	0.024	0.539	0.151	0.292	0.578	-0.354	0.005	-1.111	1.000	0.000e+00	0.448	-0.294
YOR029W	YOR029W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.115e-04	4.162	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00
YJL205C	NCE101	Protein of unknown function, involved in secretion of proteins that lack classical secretory signal sequences	protein_coding	1	1	1	0.462	-0.385	1.000	0.000e+00	1.000	-0.086	1.000	0.000e+00	1.000	-0.017	1.000	-0.034	1.000	-0.175	0.026	-1.062	1.000	0.000e+00	1.000	0.147	1.000	-0.103	1.000	-0.048	1.000	-0.174	1.000	0.000e+00	1.000	-0.107	0.448	-0.618
YBR076C-A	YBR076C-A	Dubious open reading frame unlikely to encode a protein; partially overlaps verified gene ECM8; identified by fungal homology and RT-PCR	protein_coding	1	1	0	0.568	0.280	0.255	0.352	3.898e-04	1.317	5.339e-05	1.628	0.686	0.260	0.049	0.603	0.030	0.958	5.727e-04	1.325	0.328	0.512	0.375	-0.392	0.006	1.534	0.002	1.656	0.549	0.584	1.000	0.000e+00	0.015	1.402	0.003	1.622
YLR175W	CBF5	Pseudouridine synthase catalytic subunit of box H/ACA small nucleolar ribonucleoprotein particles (snoRNPs), acts on both large and small rRNAs and on snRNA U2; mutations in human ortholog dyskerin cause the disorder dyskeratosis congenita	protein_coding	1	1	0	2.245e-04	-3.592	2.291e-04	-1.109	1.489e-04	-3.696	5.339e-05	-5.840	2.709e-04	-3.039	5.282e-04	-0.883	3.590e-04	-3.099	8.612e-05	-4.255	6.510e-04	-1.950	1.988e-04	-3.810	2.649e-04	-3.525	1.115e-04	-5.186	0.009	-0.917	3.352e-04	-2.270	5.854e-04	-2.236	1.727e-04	-3.713
YNL038W	GPI15	Protein involved in the synthesis of N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI), the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; homologous to the human PIG-H protein	protein_coding	1	1	1	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.008	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.514	-0.672
YPL260W	YPL260W	Putative substrate of cAMP-dependent protein kinase (PKA); green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YPL260W is not an essential gene	protein_coding	1	1	0	0.145	0.321	0.444	0.117	0.004	0.503	0.021	0.313	0.146	0.275	1.000	0.000e+00	0.093	0.435	0.191	0.200	0.188	0.363	0.437	0.218	0.075	0.364	0.089	0.348	1.000	0.067	0.632	0.187	0.687	0.066	0.583	0.152
YER047C	SAP1	Putative ATPase of the AAA family, interacts with the Sin1p transcriptional repressor in the two-hybrid system	protein_coding	1	1	0	0.020	0.589	0.005	0.593	0.520	0.118	5.339e-05	0.805	0.532	0.226	1.000	-0.006	0.968	0.115	0.206	0.198	0.171	0.453	1.000	0.040	0.756	0.093	0.009	0.717	1.000	0.172	1.000	-0.046	1.000	0.000e+00	0.399	0.340
YML096W	YML096W	hypothetical protein	protein_coding	1	1	0	6.939e-04	-1.572	4.945e-04	-0.790	0.004	-0.782	5.339e-05	-2.067	4.570e-04	-1.097	0.046	-0.325	0.058	-0.529	4.896e-04	-0.861	0.008	-1.018	4.449e-04	-2.057	0.105	-0.457	6.534e-04	-1.332	0.439	-0.359	0.007	-0.888	0.789	-0.160	0.045	-0.588
YML097C	VPS9	A guanine nucleotide exchange factor involved in vesicle-mediated vacuolar protein transport; specifically stimulates the intrinsic guanine nucleotide exchange activity of Vps21p/Rab5: similar to mammalian ras inhibitors; binds ubiquitin	protein_coding	1	1	0	0.001	-1.518	8.426e-04	-0.736	7.510e-04	-1.029	3.982e-04	-0.826	0.275	-0.265	0.376	-0.171	1.000	0.000e+00	0.661	0.096	0.570	-0.363	0.353	-0.340	0.079	-0.765	0.613	-0.248	1.000	0.000e+00	0.499	0.234	1.000	0.000e+00	0.948	0.015
YKL052C	ASK1	Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; phosphorylated during the cell cycle by cyclin-dependent kinases	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.508	0.240	1.000	0.007	0.940	0.014	0.863	-0.136	0.489	0.268	0.598	-0.209	0.992	0.000e+00	0.112	0.514	1.000	0.000e+00	1.000	-0.054	1.000	0.000e+00	0.221	0.370
YGL210W	YPT32	Rab family GTPase, very similar to Ypt31p; involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi	protein_coding	1	1	0	0.007	-1.333	0.007	-0.765	0.257	-0.357	6.971e-04	-1.108	1.000	-0.050	1.000	0.000e+00	0.936	0.091	0.446	0.214	0.530	-0.460	0.449	-0.353	1.000	-0.067	0.129	-0.855	1.000	-0.206	1.000	0.084	1.000	0.000e+00	1.000	0.000e+00
YJL133C-A	YJL133C-A	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	protein_coding	1	1	0	0.001	1.260	0.012	0.621	1.489e-04	1.539	1.325e-04	1.113	0.063	0.484	0.930	-0.086	0.123	0.423	0.283	-0.315	0.042	0.774	0.657	-0.133	7.671e-04	1.213	0.081	0.532	0.172	0.754	0.030	-1.435	0.116	0.595	0.630	-0.292
YKL186C	MTR2	mRNA transport regulator, essential nuclear protein; Mex67p and Mtr2p form a mRNA export complex which binds to RNA	protein_coding	1	1	0	1.000	0.057	0.483	0.125	0.808	0.066	0.034	0.328	0.568	-0.129	1.000	0.000e+00	0.869	0.022	0.057	0.268	1.000	-0.205	1.000	0.000e+00	0.791	0.061	1.000	0.000e+00	1.000	8.719e-04	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00
YDR502C	SAM2	S-adenosylmethionine synthetase, catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; one of two differentially regulated isozymes (Sam1p and Sam2p)	protein_coding	1	1	0	0.941	-0.043	0.528	-0.135	1.000	-0.013	1.000	0.000e+00	1.000	0.000e+00	0.660	-0.090	0.017	-0.552	0.001	-0.553	1.000	0.000e+00	0.020	-0.476	0.566	-0.228	1.000	-0.043	1.000	0.054	0.003	-0.793	0.240	-0.313	0.066	-0.430
YJR121W	ATP2	Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated	protein_coding	1	1	0	0.103	0.328	1.000	-0.043	0.998	0.000e+00	1.000	0.000e+00	0.990	-0.052	0.081	-0.266	0.609	-0.232	1.351e-04	-0.792	1.000	0.000e+00	1.000	-0.053	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.101	0.022	-0.749	0.548	-0.276	0.009	-0.727
YMR118C	YMR118C	hypothetical protein	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	5.339e-05	5.638	1.000	0.000e+00	6.646e-04	2.855	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.988e-04	6.265	1.000	0.000e+00	1.446e-04	3.828	1.000	0.000e+00	0.001	4.561	1.000	0.000e+00	1.000	0.000e+00
YEL075W-A	YEL075W-A	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.738	0.481	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00
YBR182C	SMP1	Putative transcription factor involved in regulating the response to osmotic stress; member of the MADS-box family of transcription factors	protein_coding	1	1	0	0.342	0.298	2.945e-04	0.890	1.489e-04	1.928	5.339e-05	2.495	1.000	0.062	0.004	0.558	3.590e-04	1.954	8.612e-05	2.484	0.192	0.403	0.279	0.411	2.649e-04	1.651	1.115e-04	2.328	0.073	0.871	8.821e-04	1.363	5.854e-04	2.223	1.727e-04	2.670
YIL130W	ASG1	Zinc cluster protein proposed to function as a transcriptional regulator involved in the stress response; null mutants have a respiratory deficiency, calcofluor white sensitivity and slightly increased cycloheximide resistance	protein_coding	1	1	0	0.279	-0.259	1.000	0.000e+00	0.022	-0.410	2.282e-04	-0.732	4.374e-04	-0.764	0.121	-0.252	0.026	-0.562	8.612e-05	-1.168	0.487	-0.274	0.037	-0.441	0.719	-0.181	0.237	-0.347	0.957	-0.140	0.008	-0.677	0.436	-0.234	0.048	-0.473
YGR088W	CTT1	Cytosolic catalase T, has a role in protection from oxidative damage by hydrogen peroxide	protein_coding	1	1	0	2.245e-04	3.527	2.291e-04	1.903	1.489e-04	3.497	5.339e-05	3.717	9.842e-04	1.005	5.344e-04	1.134	0.216	0.433	4.257e-04	1.174	6.510e-04	2.469	1.988e-04	2.563	2.649e-04	2.856	1.115e-04	2.982	0.043	0.948	8.787e-04	1.512	0.017	0.875	3.228e-04	1.531
YLR044C	PDC1	Major of three pyruvate decarboxylase isozymes, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde; subject to glucose-, ethanol-, and autoregulation; involved in amino acid catabolism	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.420	-0.131	0.544	-0.119	0.436	-0.127	0.921	-0.113	0.183	-0.205	0.223	-0.429	0.363	-0.296	1.000	0.000e+00	0.026	-0.628	0.918	-0.194	0.419	-0.287	0.587	-0.240	0.014	-0.672
YER178W	PDA1	E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex, catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose	protein_coding	1	1	0	1.000	0.072	0.977	0.073	1.000	0.000e+00	1.000	0.000e+00	0.565	-0.111	0.310	-0.157	0.614	-0.232	0.031	-0.337	1.000	0.000e+00	0.870	-0.155	1.000	0.000e+00	1.000	-0.064	1.000	-0.164	0.082	-0.540	0.764	-0.220	0.014	-0.723
YPL262W	FUM1	Fumarase, converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence, protein conformation, and status of glyoxylate shunt; phosphorylated in mitochondria	protein_coding	1	1	0	0.059	0.394	1.000	0.000e+00	0.286	0.248	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.098	1.000	-0.038	0.934	0.076	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.047	1.000	0.000e+00	0.543	-0.222	1.000	0.000e+00	0.047	-0.534
YNL037C	IDH1	Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase, which catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle	protein_coding	1	1	0	0.020	0.520	1.000	0.000e+00	2.316e-04	0.729	0.251	0.232	0.056	0.337	0.092	-0.252	0.054	0.374	0.304	0.175	0.542	0.215	0.064	-0.531	0.119	0.348	1.000	0.000e+00	0.324	0.371	0.004	-0.977	0.103	0.346	1.000	0.000e+00
